image_path,class_name,label,split,f1_R_mean,f1_G_mean,f1_B_mean,f1_R_std,f1_G_std,f1_B_std,f1_H_mean,f1_S_mean,f1_V_mean,f1_H_std,f1_S_std,f1_V_std,f2_VARI_mean,f2_VARI_std,f2_VARI_p10,f2_VARI_p90,f2_R_norm,f2_G_norm,f2_B_norm,f3_GLCM_contrast,f3_GLCM_homogeneity,f3_GLCM_energy,f3_GLCM_correlation,f3_LBP_bin_0,f3_LBP_bin_1,f3_LBP_bin_2,f3_LBP_bin_3,f3_LBP_bin_4,f3_LBP_bin_5,f3_LBP_bin_6,f3_LBP_bin_7,f3_LBP_bin_8,f3_LBP_bin_9,f3_LBP_bin_10,f3_LBP_bin_11,f3_LBP_bin_12,f3_LBP_bin_13,f3_LBP_bin_14,f3_LBP_bin_15,f3_LBP_bin_16,f3_LBP_bin_17,f3_LBP_bin_18,f3_LBP_bin_19,f3_LBP_bin_20,f3_LBP_bin_21,f3_LBP_bin_22,f3_LBP_bin_23,f3_LBP_bin_24,f3_LBP_bin_25,f3_LBP_bin_26,f3_LBP_bin_27,f3_LBP_bin_28,f3_LBP_bin_29,f3_LBP_bin_30,f3_LBP_bin_31,f3_LBP_bin_32,f3_LBP_bin_33,f3_LBP_bin_34,f3_LBP_bin_35,f3_LBP_bin_36,f3_LBP_bin_37,f3_LBP_bin_38,f3_LBP_bin_39,f3_LBP_bin_40,f3_LBP_bin_41,f3_LBP_bin_42,f3_LBP_bin_43,f3_LBP_bin_44,f3_LBP_bin_45,f3_LBP_bin_46,f3_LBP_bin_47,f3_LBP_bin_48,f3_LBP_bin_49,f3_LBP_bin_50,f3_LBP_bin_51,f3_LBP_bin_52,f3_LBP_bin_53,f3_LBP_bin_54,f3_LBP_bin_55,f3_LBP_bin_56,f3_LBP_bin_57,f3_LBP_bin_58
data/raw\Healthy\healthy_00233.jpg,Healthy,0,test,176.46814199079884,177.79843684650774,164.51197406942703,46.52491779758281,41.89188568714465,63.54093040519076,0.1590415051311784,0.1428733818381603,0.700790312551288,0.0782606293438028,0.2772852965742792,0.1656375049575905,0.0116720171645283,0.0385552868247032,-0.0053763440810143,0.0839694663882255,0.3479804694652557,0.3585177361965179,0.2935017943382263,0.0952570187523188,0.9616290218619707,0.5613884544634732,0.9941759680148397,0.0211977206189878,0.0601761815140108,0.0150611668757841,0.1077613969050606,0.0550486198243412,0.1813284190715182,0.0677561689669594,0.1026197197825177,0.2785069008782936,0.1105437055625261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw\Healthy\healthy_00234.jpg,Healthy,0,val,194.5143846716855,196.4805431827687,181.31940244667504,47.79883252701923,43.41378635181293,69.05022999533828,0.1715391220001907,0.1342827970588935,0.7722279606716219,0.0834006966512226,0.2533844304141566,0.1709183564360378,0.0123898023739457,0.0305763985961675,-0.0045454544015228,0.0709677413105964,0.3469572961330414,0.3558633923530578,0.2971791326999664,0.0813796810837658,0.9647614623811188,0.5967737384064172,0.9953881571602414,0.0159807611877875,0.0555787327478042,0.0126244249268088,0.1089287954830614,0.0574283772480133,0.1868465077373484,0.0654976997072354,0.0995838561271434,0.2954469887076537,0.1020838561271434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw\Healthy\healthy_00235.jpg,Healthy,0,train,155.49223023839397,154.1469840025094,150.14131534922626,26.72524848498486,22.24383765506349,30.258822499313283,0.1421790674778521,0.0609596900193029,0.613431360249155,0.1929065019159654,0.1512694431786315,0.0900357285012461,-0.0020524286665022,0.0572031177580356,-0.025000000372529,0.0,0.3383093774318695,0.3420115411281585,0.3196791410446167,0.0867792353897605,0.9603177598786824,0.6164911645822964,0.9822876243382728,0.0297663111668757,0.0808176495190297,0.0181205562526139,0.1010424508573818,0.0564585947302383,0.1503445211208699,0.0889282726892513,0.1016948975324132,0.218914157256378,0.1539125888749477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw\Healthy\healthy_00236.jpg,Healthy,0,train,158.5996800501882,158.30724435382686,150.1111616478461,25.609276216643543,21.85617054112153,34.69407189854177,0.1404017774870195,0.0829423107960954,0.6260879626263866,0.0427281806446502,0.1790396353426269,0.0872687000463581,0.0005038975505158,0.0332802198827266,-0.0178571436554193,0.0063291140832006,0.3420053124427795,0.345434159040451,0.3125607967376709,0.0578623013914333,0.9753568019030004,0.6874608217355995,0.9878904493195868,0.0238043705562526,0.073025930572982,0.0144259723964868,0.1050758051024675,0.0527017984107068,0.1643308239230447,0.0829516938519448,0.1024984316185696,0.2431085319949811,0.1380766415725637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw\Healthy\healthy_00237.jpg,Healthy,0,train,192.8645922208281,193.6938122124634,185.8376343580092,50.72984251840126,42.47627601422508,57.30578000434621,0.1235774843069837,0.0950267303924518,0.7674746147930784,0.115077031838014,0.2080484061506259,0.1697633592429578,0.0193039923906326,0.0857784673571586,-0.0186915881931781,0.1495327055454254,0.3365935385227203,0.3527776896953583,0.3106284737586975,0.0863288063504159,0.9732319546254392,0.660573575818056,0.995054664652724,0.0097605604349644,0.0339340234211626,0.007862296110414,0.0932936010037641,0.0334337097448766,0.1772338979506482,0.0309734420744458,0.093000313676286,0.4612960058552907,0.0592121497281472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw\Healthy\healthy_00238.jpg,Healthy,0,train,185.59269866164783,186.9000162066081,178.28675188205773,48.60120514967257,40.3234861948188,54.575277266260095,0.1392447857284565,0.0988598501700371,0.7392437142001029,0.0677493570130174,0.2141112578886874,0.1600829737689486,0.0224211197346448,0.0911006480455398,-0.0192307699471712,0.1679389327764511,0.3361496925354004,0.3547326922416687,0.3091176152229309,0.0749362283116873,0.9773147488703756,0.7370462129065493,0.995138662191507,0.0120922208281053,0.0452221873693015,0.0074707235466332,0.1044740694270179,0.0458155583437892,0.1910952530322041,0.0479600585529067,0.1006827687160184,0.362323295692179,0.0828638644918444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw\Healthy\healthy_00239.jpg,Healthy,0,train,179.99227885821833,181.4983939774153,169.76935225846927,38.28674267775276,33.26441217341502,52.53480240560044,0.1597424057298929,0.1050591561147386,0.7145821647611855,0.0519681603702198,0.206738626853874,0.131580933153406,0.0112747503444552,0.0362927690148353,-0.0051546390168368,0.0915492922067642,0.3425160348415375,0.3506556451320648,0.3068282008171081,0.0868714271082658,0.9645246317324584,0.6125479712340068,0.9920461409389646,0.021383835215391,0.0636522375575073,0.0142095357590966,0.1057726892513592,0.0507643245503973,0.1745284399832706,0.0708955457967377,0.1022234420744458,0.2773144081974069,0.1192555416143872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw\Healthy\healthy_00240.jpg,Healthy,0,train,171.78736930154747,173.77089606859056,161.08155426599748,40.31123993194609,34.60320169022758,54.28173316314036,0.1637906730346841,0.1208156497832478,0.6842004842554714,0.0486068493609073,0.2283017935256092,0.1369260308718864,0.0154812503606081,0.0440418049693107,-0.0054054055362939,0.1020408198237419,0.3431452214717865,0.3545977473258972,0.3022568225860595,0.0631123165164323,0.9727261706816136,0.5888222173961896,0.9946817710703528,0.0123593684650773,0.0485983897950648,0.0082444583856127,0.1044881848598912,0.0502561689669594,0.1896622751986616,0.0543627143454621,0.0988561271434546,0.3437771852781263,0.0893951275616896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw\Healthy\healthy_00241.jpg,Healthy,0,test,190.12231231702216,193.54597501045583,180.7128257005437,58.64149005078548,47.94844554313965,69.74716221814593,0.1433076148195836,0.1393224297653402,0.763499782700969,0.0654731642179402,0.2792940594779308,0.1901633290759087,0.0342282056808471,0.095524325966835,-0.0175438597798347,0.219298243522644,0.3378767669200897,0.3665976524353027,0.2955256104469299,0.0876120740487816,0.969110341766476,0.6495580106867955,0.9960694432875192,0.016000104558762,0.0538582183186951,0.0123551861145964,0.1097124634044332,0.0565631534922626,0.1873546633207863,0.062301861145964,0.1008375156838143,0.3027190506064408,0.098297783354245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw\Healthy\healthy_00242.jpg,Healthy,0,val,177.20481649937264,179.4029041196152,169.20489021329988,54.38910920839558,45.1083910040384,62.17741648026817,0.1460377345404494,0.1288717079041448,0.7092219106217755,0.1154101188921628,0.2639499051726612,0.1794185759415012,0.0323558859527111,0.1059057116508483,-0.0193236712366342,0.2068965584039688,0.3363330960273742,0.364438533782959,0.2992281317710876,0.0973753378436415,0.9671323821866388,0.6177861767817756,0.9949900666214344,0.0167299247176913,0.054012965286491,0.0121126097867001,0.1092529276453366,0.053560748640736,0.1872966332078628,0.060995922208281,0.1029919489753241,0.3055447511501464,0.0975015683814303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw\Healthy\healthy_00243.jpg,Healthy,0,test,178.3814199079883,179.29518350062736,166.63543966959432,39.80865980507968,34.72292435171417,56.701444357571,0.1466441290194346,0.1221814052592711,0.7077113993901952,0.0781667584474619,0.2410501167983529,0.1382224004479019,0.0079563269391655,0.0362730920314788,-0.0199004970490932,0.0759493634104728,0.3456047177314758,0.3534542620182037,0.300940990447998,0.0982167814228048,0.961247272821129,0.5936506660937125,0.9918616478030328,0.0251944792973651,0.0689659138435801,0.0165072145545796,0.1043130489335006,0.0520148473442074,0.1669196988707653,0.0751913425345044,0.1027755123379339,0.2588226683396069,0.1292952739439565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw\Healthy\healthy_00244.jpg,Healthy,0,test,177.3737039941447,179.37538007109995,166.02469364282726,40.65442012308123,35.06500715939149,57.7914335860155,0.1684920771596679,0.1250230707772829,0.7057575959088278,0.071796294234517,0.2509032808925098,0.1385837098292482,0.0140413483604788,0.0397572927176952,-0.0051813470199704,0.0933333337306976,0.3446583449840545,0.3557904958724975,0.2995510697364807,0.0803115017143029,0.9695806401898746,0.5926102307421106,0.993497252397459,0.0222380803011292,0.0662212463404433,0.0148943956503555,0.104939878711836,0.053431095775826,0.170836470096194,0.0734410288582183,0.1015239439565035,0.2687050397323295,0.1237688205771643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw\Healthy\healthy_00245.jpg,Healthy,0,train,157.64069949811795,156.2756158511083,152.19968789209537,30.210630920178467,26.19075718989637,30.94851951734388,0.117601818416331,0.0596973069897291,0.6215126844136193,0.1020649650631369,0.1287206876630867,0.1052428713727659,0.0025357513222843,0.0737513676285743,-0.0242424234747886,0.0,0.3368506133556366,0.3420468866825104,0.3211026787757873,0.060828305427591,0.9746263679002098,0.6720473967296849,0.9902721673486296,0.026457026348808,0.0772124634044332,0.0158505855290673,0.1030750731911334,0.0559060016729401,0.157038895859473,0.0859635089920535,0.101927017984107,0.2302880593893768,0.1462813676286072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw\Healthy\healthy_00246.jpg,Healthy,0,train,180.24244667503137,178.42690401505646,171.7001150146382,29.77157883884467,25.73611747146051,36.08348845170565,0.1060210127787026,0.0707114021589931,0.7105625856037068,0.0415031369638114,0.1350654726425048,0.1030424572109641,-0.0063616540282964,0.0376357808709144,-0.0215053763240575,-0.0051020407117903,0.3409535884857178,0.3411002159118652,0.3179462254047394,0.0490451833951413,0.9756726225304572,0.6520885359121303,0.9921189747173532,0.0132564826432455,0.0546884148891677,0.0057836679213718,0.1006665621079046,0.0380416143872856,0.1863080301129234,0.0573593684650773,0.1014413425345043,0.3409164575491426,0.1015380593893768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw\Healthy\healthy_00247.jpg,Healthy,0,test,158.7278345880385,157.57327164366373,151.54744510664997,27.2200264059159,23.55047320340604,32.37142955114885,0.1173261388025208,0.0699794268359597,0.6260484660646978,0.058287411609366,0.1387366690421635,0.0943713042350546,-0.0030182972550392,0.0403722040355205,-0.0242424234747886,0.0057803466916084,0.3403104841709137,0.3418287336826324,0.3178606629371643,0.055746254905488,0.9750966257437534,0.6784039269171207,0.9894181295306572,0.0246648891677122,0.0743360518611459,0.0159216854872438,0.1067869092429945,0.0586459640317858,0.1634185487243831,0.0851139690506064,0.1015014638226683,0.2296303847762442,0.1399801338352154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw\Healthy\healthy_00248.jpg,Healthy,0,train,187.49453105395236,189.9618595775826,177.49842063989962,49.168266471957615,40.57125732559744,63.49769396495461,0.1449277873647552,0.1270132381011833,0.7487108478950174,0.0501509726106652,0.2781537576445846,0.1601537129306189,0.0209876019507646,0.0711293667554855,-0.0159574467688798,0.1513157933950424,0.3414686024188995,0.3614767491817474,0.2970547676086426,0.0776494836035641,0.9708097862736238,0.5436245641648898,0.9953124488791776,0.0177812630698452,0.0601934337097448,0.0122856545378502,0.1086966750313676,0.0574749058971141,0.1856832915098285,0.0704746967795901,0.1019740694270179,0.2736558971141781,0.1117801129234629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw\Healthy\healthy_00249.jpg,Healthy,0,train,175.79205144291092,177.98755907570057,163.08129966541196,36.29119387106118,32.345308889952896,55.92811909015224,0.1866774831421624,0.1299187442369962,0.6995260966513664,0.0453966059969973,0.2557368120184794,0.1271616002367853,0.0130175380036234,0.0282619632780551,-0.0051813470199704,0.0647058859467506,0.346589058637619,0.3557266294956207,0.2976844906806946,0.0637406001724562,0.9721407653871172,0.5452974337493106,0.9938790482949644,0.0172365119196988,0.0578732747804266,0.0110722501045587,0.1081623797574236,0.0482564826432455,0.1832868046842325,0.0660037641154328,0.1041520284399832,0.2968161856963613,0.1071403178586365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw\Healthy\healthy_00250.jpg,Healthy,0,train,164.59785915934756,165.06446152237558,158.51385037641154,36.66798263548502,31.092833451055693,41.91725581101611,0.1460623179637086,0.0809735606557612,0.6523444493657183,0.1053931388219377,0.1919944755480173,0.1235221693178033,0.0125599987804889,0.0707645788788795,-0.0218579228967428,0.0119760483503341,0.337473601102829,0.3492173552513122,0.3133089244365692,0.133103343513298,0.9486220761940024,0.551862121956874,0.9857132694098388,0.0372391258887494,0.0861428272689251,0.0268266415725637,0.1005525930572982,0.0688393977415307,0.1360748640736093,0.0948530949393559,0.0996805729820159,0.1874843161856963,0.1623065662902551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw\Healthy\healthy_00251.jpg,Healthy,0,train,162.0703920953576,161.6399424926809,154.1875355499791,26.23581718373996,23.10045602466686,36.49613787923636,0.1325014347119859,0.075643818043777,0.6392071596157543,0.0726319281182171,0.1641806096399147,0.0923797250705902,-0.0009826653404161,0.0258174818009138,-0.0227272734045982,0.0063694268465042,0.3415941596031189,0.3433690369129181,0.315036803483963,0.066978121600675,0.9676961665588708,0.5735084087148139,0.9873614142573212,0.0340490380593893,0.0865249895441238,0.0185581346716854,0.0947893140945211,0.0542351526557925,0.1361548515265579,0.0880870974487662,0.1023342743621915,0.2187160184023421,0.1665511292346298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw\Healthy\healthy_00252.jpg,Healthy,0,test,154.50195524884987,153.38841227519868,147.9729401923881,29.68741309334476,25.201737546554888,32.87065905288767,0.1135785069340091,0.0734102841762193,0.6099512510167109,0.0557117581385528,0.1640830856538896,0.1006229095211525,0.0011537933023646,0.0662447139620781,-0.0254777073860168,-0.0054644807241857,0.3387355506420135,0.3449560105800628,0.316308319568634,0.0560190849304165,0.976180656238443,0.5959212728844234,0.9908085420613248,0.0195336679213718,0.0669108113759933,0.0101929109159347,0.1060508155583438,0.0461475324132162,0.1751981388540359,0.0754867210372229,0.1050522793810121,0.2702969468841489,0.1251301756587202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw\Healthy\healthy_00253.jpg,Healthy,0,val,174.71441028858217,174.03953105395232,166.25198295692178,25.28892566292405,22.355979491793327,35.29331291523161,0.1322216836801027,0.0709141942804046,0.6884421851572357,0.0384808267814946,0.1559527170924228,0.0883944371987801,-0.0026098201051354,0.0252251699566841,-0.0218579228967428,0.0054347827099263,0.3413720428943634,0.3424536883831024,0.3161744773387909,0.0463377958365491,0.9790362643954303,0.6467261209274668,0.9903374622808636,0.0149503345880384,0.0558160811375993,0.0078873902132998,0.1016285027185278,0.0378230865746549,0.1811992890004182,0.0606780635717273,0.1020294855708908,0.3337353617733166,0.1042524048515265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw\Healthy\healthy_00254.jpg,Healthy,0,val,191.16031524466752,192.87672887913007,185.4447166457549,62.02447927187647,56.26663351139097,67.38183966017763,0.1517425481077143,0.1050677151467066,0.7588625687992538,0.0535082606560994,0.2235112249465552,0.221626031403282,0.0295090191066265,0.0848401561379432,-0.0047169812023639,0.2000000029802322,0.3358970880508423,0.3567411005496979,0.3073619306087494,0.0999735173443257,0.9586867767344316,0.6030118130310249,0.9963417386404554,0.0287249058971141,0.0778774571309075,0.0168726474278544,0.0983354245085738,0.057120974487662,0.1483981597657883,0.0790411961522375,0.1003910497699707,0.2449142618151401,0.1483239230447511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw\Healthy\healthy_00255.jpg,Healthy,0,train,170.94999738603096,172.3363576955249,159.84700491426182,47.95165854420927,43.783076971584485,62.22497598635877,0.1667629740193978,0.140965265919989,0.6792420679033404,0.0824075657611754,0.2589082420992677,0.1730087590626991,0.0132536562159657,0.039808876812458,-0.0199999995529651,0.0806451588869094,0.3468057215213775,0.3575897216796875,0.295604407787323,0.0832959632568659,0.9689640592748056,0.5286450302717851,0.9952552972885492,0.0172140317858636,0.055004705144291,0.012720096194061,0.1084917398578,0.0515145336679213,0.1830222710163111,0.0621967795901296,0.1023023839397741,0.3080510246758678,0.0994824341279799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw\Healthy\healthy_00256.jpg,Healthy,0,test,190.43523107486408,191.4095080510247,182.87506691760768,51.78466278292091,46.02234350015032,60.4544127048859,0.1365045337613269,0.1042881173952655,0.7549446515336863,0.0663215049362816,0.2322494875177794,0.1817346971465387,0.0169447287917137,0.0668447166681289,-0.0183486230671405,0.1156462579965591,0.3396499454975128,0.3542994558811188,0.3060507178306579,0.0611822468828589,0.9749503358695294,0.60139538508327,0.9968214715602954,0.0169280635717273,0.0592947511501463,0.011189878711836,0.1088984734420744,0.0538671058134671,0.1819672731074864,0.0691954203262233,0.1017419489753241,0.2868093893768297,0.1101076955248849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw\Healthy\healthy_00257.jpg,Healthy,0,train,166.86123222501047,166.56860257214555,161.2479752195734,40.06900272904971,37.11317644501433,41.860602399865286,0.1451615914333145,0.0695953748384995,0.6585929875883989,0.061054642660801,0.1451428293702301,0.1463822823507009,0.010205440223217,0.0669403448700904,-0.0223463680595159,0.0113636367022991,0.3370443880558014,0.344844251871109,0.3181115686893463,0.0778859755499303,0.9719857001192256,0.5823505399767617,0.993311894084412,0.0185989125888749,0.0607068172312839,0.0130416143872856,0.1064627770807193,0.0505834378920953,0.1793517356754496,0.0702268925135926,0.1015845880384776,0.2876882057716436,0.1117550188205771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
