image_path,class_name,label,split
data/raw\TeaRedLeafSpot\Healthy_469.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_249.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_170.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_19.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_407.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_340.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00269.jpg,Healthy,0,train
data/raw\Healthy\healthy_00873.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_43.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_29.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00921.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00072.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00826.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_206.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_114.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00875.jpg,Healthy,0,train
data/raw\Healthy\healthy_00337.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_138.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_282.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00651.jpg,Healthy,0,train
data/raw\Healthy\healthy_00324.jpg,Healthy,0,train
data/raw\Healthy\healthy_00933.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_199.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00531.jpg,Healthy,0,train
data/raw\Healthy\healthy_00627.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00456.jpg,TeaRedScab,3,train
data/raw\TeaRedLeafSpot\Healthy_411.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_447.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00134.jpg,Healthy,0,train
data/raw\Healthy\healthy_00871.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00235.jpg,TeaRedScab,3,train
data/raw\TeaRedLeafSpot\Healthy_517.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_198.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00070.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00209.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00443.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_262.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_309.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_48.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00712.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00062.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00313.jpg,TeaRedScab,3,train
data/raw\TeaLeafBlight\Healthy_464.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_181.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_255.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_430.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00091.jpg,Healthy,0,train
data/raw\Healthy\healthy_00840.jpg,Healthy,0,train
data/raw\Healthy\healthy_00781.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_258.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00697.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00479.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00052.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_389.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00412.jpg,Healthy,0,train
data/raw\Healthy\healthy_00495.jpg,Healthy,0,train
data/raw\Healthy\healthy_00659.jpg,Healthy,0,train
data/raw\Healthy\healthy_00006.jpg,Healthy,0,train
data/raw\Healthy\healthy_00155.jpg,Healthy,0,train
data/raw\Healthy\healthy_00251.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_100.jpg,TeaLeafBlight,1,train
data/raw\TeaRedScab\red_spider_00416.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00074.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_99.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_485.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00126.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_115.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00350.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00695.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_210.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_461.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00568.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_114.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00111.jpg,Healthy,0,train
data/raw\Healthy\healthy_00235.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00252.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00166.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_384.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_6.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_486.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_113.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00762.jpg,Healthy,0,train
data/raw\Healthy\healthy_00262.jpg,Healthy,0,train
data/raw\Healthy\healthy_00305.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00150.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00440.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00441.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00778.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_453.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_6.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_266.jpg,TeaLeafBlight,1,train
data/raw\TeaRedScab\red_spider_00064.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00008.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00420.jpg,TeaRedScab,3,train
data/raw\TeaLeafBlight\Healthy_427.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00397.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_270.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_137.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00313.jpg,Healthy,0,train
data/raw\Healthy\healthy_00180.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_27.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_145.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_281.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00205.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_489.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00361.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00272.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00590.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00076.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00414.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00166.jpg,TeaRedScab,3,train
data/raw\TeaLeafBlight\Healthy_404.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_403.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00395.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00415.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00385.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00849.jpg,Healthy,0,train
data/raw\Healthy\healthy_00248.jpg,Healthy,0,train
data/raw\Healthy\healthy_00810.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_122.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00245.jpg,Healthy,0,train
data/raw\Healthy\healthy_00846.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_198.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00713.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_186.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00189.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_405.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00229.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00193.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00447.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00079.jpg,Healthy,0,train
data/raw\Healthy\healthy_00542.jpg,Healthy,0,train
data/raw\Healthy\healthy_00768.jpg,Healthy,0,train
data/raw\Healthy\healthy_00353.jpg,Healthy,0,train
data/raw\Healthy\healthy_00850.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_79.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00370.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_420.jpg,TeaLeafBlight,1,train
data/raw\TeaRedScab\red_spider_00287.jpg,TeaRedScab,3,train
data/raw\TeaRedLeafSpot\Healthy_190.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_244.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00815.jpg,Healthy,0,train
data/raw\Healthy\healthy_00399.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00511.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00721.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_335.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00052.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00740.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_47.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00413.jpg,Healthy,0,train
data/raw\Healthy\healthy_00454.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00262.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00668.jpg,Healthy,0,train
data/raw\Healthy\healthy_00650.jpg,Healthy,0,train
data/raw\Healthy\healthy_00182.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_324.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_497.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00434.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00392.jpg,TeaRedScab,3,train
data/raw\TeaRedLeafSpot\Healthy_8.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00168.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00096.jpg,TeaRedScab,3,train
data/raw\TeaLeafBlight\Healthy_158.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_490.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00286.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_166.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00795.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_514.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00693.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_500.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00337.jpg,TeaRedScab,3,train
data/raw\TeaLeafBlight\Healthy_196.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_381.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_334.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00507.jpg,Healthy,0,train
data/raw\Healthy\healthy_00356.jpg,Healthy,0,train
data/raw\Healthy\healthy_00508.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_269.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_402.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_162.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_348.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00032.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_230.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_309.jpg,TeaLeafBlight,1,train
data/raw\TeaRedScab\red_spider_00119.jpg,TeaRedScab,3,train
data/raw\TeaRedLeafSpot\Healthy_455.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_32.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00722.jpg,Healthy,0,train
data/raw\Healthy\healthy_00487.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_332.jpg,TeaLeafBlight,1,train
data/raw\TeaRedScab\red_spider_00088.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00498.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00458.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_246.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00741.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00162.jpg,TeaRedScab,3,train
data/raw\TeaLeafBlight\Healthy_501.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_159.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_214.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_420.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_175.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_462.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_556.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00591.jpg,Healthy,0,train
data/raw\Healthy\healthy_00517.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00284.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00011.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_342.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00114.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_486.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_278.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_177.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00169.jpg,Healthy,0,train
data/raw\Healthy\healthy_00750.jpg,Healthy,0,train
data/raw\Healthy\healthy_00076.jpg,Healthy,0,train
data/raw\Healthy\healthy_00178.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_197.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00394.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_96.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00353.jpg,TeaRedScab,3,train
data/raw\TeaRedLeafSpot\Healthy_279.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00345.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_141.jpg,TeaLeafBlight,1,train
data/raw\TeaRedScab\red_spider_00010.jpg,TeaRedScab,3,train
data/raw\TeaRedLeafSpot\Healthy_397.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00468.jpg,Healthy,0,train
data/raw\Healthy\healthy_00257.jpg,Healthy,0,train
data/raw\Healthy\healthy_00586.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_157.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_82.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00128.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_13.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00417.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00159.jpg,TeaRedScab,3,train
data/raw\TeaLeafBlight\Healthy_252.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_450.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00595.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00037.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00098.jpg,Healthy,0,train
data/raw\Healthy\healthy_00010.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_366.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_152.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00267.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_62.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_12.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00631.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_462.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_195.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00553.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_127.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_264.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00496.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_442.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00192.jpg,TeaRedScab,3,train
data/raw\TeaRedLeafSpot\Healthy_371.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00632.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_456.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_178.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_335.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_401.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00382.jpg,Healthy,0,train
data/raw\Healthy\healthy_00029.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00095.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00558.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00178.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00457.jpg,Healthy,0,train
data/raw\Healthy\healthy_00410.jpg,Healthy,0,train
data/raw\Healthy\healthy_00358.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00074.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00372.jpg,TeaRedScab,3,train
data/raw\TeaLeafBlight\Healthy_142.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_429.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_545.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00265.jpg,TeaRedScab,3,train
data/raw\TeaRedLeafSpot\Healthy_508.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00442.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00216.jpg,TeaRedScab,3,train
data/raw\TeaRedLeafSpot\Healthy_314.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00555.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_552.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_477.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00469.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_2.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00290.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00396.jpg,TeaRedScab,3,train
data/raw\TeaLeafBlight\Healthy_73.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_367.jpg,TeaLeafBlight,1,train
data/raw\TeaRedScab\red_spider_00421.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00496.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00021.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00317.jpg,Healthy,0,train
data/raw\Healthy\healthy_00618.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_203.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_361.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00122.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00705.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_443.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_141.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_45.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_391.jpg,TeaLeafBlight,1,train
data/raw\TeaRedScab\red_spider_00167.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00244.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00144.jpg,TeaRedScab,3,train
data/raw\TeaLeafBlight\Healthy_431.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00860.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00200.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00023.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_355.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00067.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_351.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_474.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00744.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_366.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_200.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_337.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00622.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_284.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_144.jpg,TeaLeafBlight,1,train
data/raw\TeaRedScab\red_spider_00117.jpg,TeaRedScab,3,train
data/raw\TeaRedLeafSpot\Healthy_247.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00434.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00115.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00288.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_227.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_318.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00671.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00120.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00504.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00205.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00104.jpg,TeaRedScab,3,train
data/raw\TeaRedLeafSpot\Healthy_377.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_381.jpg,TeaLeafBlight,1,train
data/raw\TeaRedScab\red_spider_00409.jpg,TeaRedScab,3,train
data/raw\TeaRedLeafSpot\Healthy_287.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_269.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00623.jpg,Healthy,0,train
data/raw\Healthy\healthy_00039.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_424.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00352.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00266.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00062.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_296.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00141.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_11.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00347.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00457.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00859.jpg,Healthy,0,train
data/raw\Healthy\healthy_00801.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00327.jpg,TeaRedScab,3,train
data/raw\TeaRedLeafSpot\Healthy_105.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_202.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_109.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_558.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_312.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_375.jpg,TeaLeafBlight,1,train
data/raw\TeaRedScab\red_spider_00044.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00405.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_35.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_289.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_42.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00878.jpg,Healthy,0,train
data/raw\Healthy\healthy_00570.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00239.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00049.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00543.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00467.jpg,TeaRedScab,3,train
data/raw\TeaLeafBlight\Healthy_326.jpg,TeaLeafBlight,1,train
data/raw\TeaRedScab\red_spider_00426.jpg,TeaRedScab,3,train
data/raw\TeaLeafBlight\Healthy_14.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_172.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_1.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_491.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_398.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_304.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00597.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00437.jpg,TeaRedScab,3,train
data/raw\TeaLeafBlight\Healthy_457.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00368.jpg,Healthy,0,train
data/raw\Healthy\healthy_00548.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_536.jpg,TeaRedLeafSpot,2,train
